psa_iter,duration,dose,comp,mean_fm
116,24,300,0.0,2.5322033252286125
116,24,300,0.25,1.9077215327731811
116,24,300,0.5,1.2586051526129163
116,24,300,0.75,0.628795159540169
116,24,375,0.0,3.063477274566607
116,24,375,0.25,2.296172244940901
116,24,375,0.5,1.5313887570312257
116,24,375,0.75,0.7350289139860047
116,24,450,0.0,3.4977542770487613
116,24,450,0.25,2.63958042607465
116,24,450,0.5,1.754649352517674
116,24,450,0.75,0.8734188664304675
117,8,0,0.0,0.0
117,8,0,0.25,0.0
117,8,0,0.5,0.0
117,8,0,0.75,0.0
117,8,75,0.0,0.23349220335148302
117,8,75,0.25,0.17550540569733603
117,8,75,0.5,0.11778757187648906
117,8,75,0.75,0.05745632177692332
117,8,150,0.0,0.4684475490628819
117,8,150,0.25,0.3494647894094006
117,8,150,0.5,0.2341198085174867
117,8,150,0.75,0.116491129816075
117,8,225,0.0,0.6754846320208127
117,8,225,0.25,0.5160255147921584
117,8,225,0.5,0.3431513773837803
117,8,225,0.75,0.16890133864246137
117,8,300,0.0,0.8786183077753887
117,8,300,0.25,0.6566681668352944
117,8,300,0.5,0.44259803435892336
117,8,300,0.75,0.21942069426688907
117,8,375,0.0,1.0624285523031012
117,8,375,0.25,0.7973151810166241
117,8,375,0.5,0.5343697600411657
117,8,375,0.75,0.25327737950548185
117,8,450,0.0,1.2234084292296794
117,8,450,0.25,0.9212559898765385
117,8,450,0.5,0.6164093735073625
117,8,450,0.75,0.31551344519949964
117,12,0,0.0,0.0
117,12,0,0.25,0.0
117,12,0,0.5,0.0
117,12,0,0.75,0.0
117,12,75,0.0,0.3513302660838732
117,12,75,0.25,0.2618804620374982
117,12,75,0.5,0.1741634471802173
117,12,75,0.75,0.08802991258964557
117,12,150,0.0,0.705363687401045
117,12,150,0.25,0.5214749466257147
117,12,150,0.5,0.353225293153989
117,12,150,0.75,0.17583696417148
117,12,225,0.0,1.0188009059811804
117,12,225,0.25,0.7689683200629079
117,12,225,0.5,0.5085265602830841
117,12,225,0.75,0.2548942088172569
117,12,300,0.0,1.3187447976165492
117,12,300,0.25,0.9794980165794789
117,12,300,0.5,0.6577989448895447
117,12,300,0.75,0.3302036371278293
117,12,375,0.0,1.6013769907470328
117,12,375,0.25,1.1950279179558096
117,12,375,0.5,0.7978556648550378
117,12,375,0.75,0.39471382730197324
117,12,450,0.0,1.832871694558423
117,12,450,0.25,1.390863043765255
117,12,450,0.5,0.9324313538195824
117,12,450,0.75,0.46947326968462233
117,16,0,0.0,0.0
117,16,0,0.25,0.0
117,16,0,0.5,0.0
117,16,0,0.75,0.0
117,16,75,0.0,0.46552154358324227
117,16,75,0.25,0.35013998246289535
117,16,75,0.5,0.2333721675817821
117,16,75,0.75,0.11636922456780367
117,16,150,0.0,0.9413364231371785
117,16,150,0.25,0.6963012304350285
117,16,150,0.5,0.4661875973528827
117,16,150,0.75,0.22499347493359578
117,16,225,0.0,1.3618402491179207
117,16,225,0.25,1.0265625032194785
117,16,225,0.5,0.684841534725098
117,16,225,0.75,0.33704885829377124
117,16,300,0.0,1.7522677332145353
117,16,300,0.25,1.3186191158200908
117,16,300,0.5,0.8905351000171638
117,16,300,0.75,0.44445160586502924
117,16,375,0.0,2.1396023676076927
117,16,375,0.25,1.598278467180296
117,16,375,0.5,1.065037678025176
117,16,375,0.75,0.5395517335062457
117,16,450,0.0,2.490933395068695
117,16,450,0.25,1.8507841393699025
117,16,450,0.5,1.2164715685076326
117,16,450,0.75,0.6115839027041882
117,24,0,0.0,0.0
117,24,0,0.25,0.0
117,24,0,0.5,0.0
117,24,0,0.75,0.0
117,24,75,0.0,0.7002388264331874
117,24,75,0.25,0.5249984536533054
117,24,75,0.5,0.35779281876412516
117,24,75,0.75,0.18025682569887802
117,24,150,0.0,1.3959306194181085
117,24,150,0.25,1.0558651980678124
117,24,150,0.5,0.6968502387713249
117,24,150,0.75,0.3519792946619673
117,24,225,0.0,2.039709704876881
117,24,225,0.25,1.5393444244671846
117,24,225,0.5,1.0134472865822384
117,24,225,0.75,0.5266738569012097
117,24,300,0.0,2.6328615241121542
117,24,300,0.25,1.9968997048021058
117,24,300,0.5,1.3050269036280961
117,24,300,0.75,0.661397325893523
117,24,375,0.0,3.1674665549306638
117,24,375,0.25,2.390470456572145
117,24,375,0.5,1.5947237351580177
117,24,375,0.75,0.8182736477381961
117,24,450,0.0,3.68206863085802
117,24,450,0.25,2.7885426225528938
117,24,450,0.5,1.8272056740368436
117,24,450,0.75,0.9198939938692086
118,8,0,0.0,0.0
118,8,0,0.25,0.0
118,8,0,0.5,0.0
118,8,0,0.75,0.0
118,8,75,0.0,0.2591422850641101
118,8,75,0.25,0.1937353164999504
118,8,75,0.5,0.12684135392031717
118,8,75,0.75,0.06866053423250323
118,8,150,0.0,0.5196192288526286
118,8,150,0.25,0.3877370887016573
118,8,150,0.5,0.25653561576218603
118,8,150,0.75,0.12844165801347418
118,8,225,0.0,0.7689763181592593
118,8,225,0.25,0.5804254332846374
118,8,225,0.5,0.3855931230442917
118,8,225,0.75,0.1949750590929434
118,8,300,0.0,1.0164564989617297
118,8,300,0.25,0.7699206552665006
118,8,300,0.5,0.5199800249577053
118,8,300,0.75,0.26214823770952933
118,8,375,0.0,1.276193714912061
118,8,375,0.25,0.9577681036821887
118,8,375,0.5,0.6462521473860543
118,8,375,0.75,0.32537693505877135
118,8,450,0.0,1.5089208393906954
118,8,450,0.25,1.1414802306388223
118,8,450,0.5,0.7601247500913598
118,8,450,0.75,0.378694002728339
118,12,0,0.0,0.0
118,12,0,0.25,0.0
118,12,0,0.5,0.0
118,12,0,0.75,0.0
118,12,75,0.0,0.3904675677290337
118,12,75,0.25,0.29133082507533276
118,12,75,0.5,0.19598539512562632
118,12,75,0.75,0.09603860598349245
118,12,150,0.0,0.7776261680159219
118,12,150,0.25,0.5836418901612551
118,12,150,0.5,0.3869799326814306
118,12,150,0.75,0.19542817458097902
118,12,225,0.0,1.1548248999877524
118,12,225,0.25,0.8655353074901769
118,12,225,0.5,0.5812516282168007
118,12,225,0.75,0.29135614599268295
118,12,300,0.0,1.534299362863321
118,12,300,0.25,1.1417403123807797
118,12,300,0.5,0.7628413644644598
118,12,300,0.75,0.38504303399478373
118,12,375,0.0,1.9173867211674451
118,12,375,0.25,1.4247923620175356
118,12,375,0.5,0.9545731194594752
118,12,375,0.75,0.4869282059198634
118,12,450,0.0,2.273971228723503
118,12,450,0.25,1.6956770096735718
118,12,450,0.5,1.1333495113548369
118,12,450,0.75,0.5548512209881169
118,16,0,0.0,0.0
118,16,0,0.25,0.0
118,16,0,0.5,0.0
118,16,0,0.75,0.0
118,16,75,0.0,0.5201684003928269
118,16,75,0.25,0.3821812381756151
118,16,75,0.5,0.25870670832465226
118,16,75,0.75,0.13003688498848395
118,16,150,0.0,1.0343747877994387
118,16,150,0.25,0.778647254759025
118,16,150,0.5,0.5154972591733264
118,16,150,0.75,0.25315975863913
118,16,225,0.0,1.553688371475543
118,16,225,0.25,1.1508075735149703
118,16,225,0.5,0.7778857188988153
118,16,225,0.75,0.38399262125873895
118,16,300,0.0,2.0498464220264303
118,16,300,0.25,1.5366107702818583
118,16,300,0.5,1.0197937538936974
118,16,300,0.75,0.5272771531406977
118,16,375,0.0,2.5516602534643615
118,16,375,0.25,1.9017653239254027
118,16,375,0.5,1.2785390046030785
118,16,375,0.75,0.6304236834319236
118,16,450,0.0,3.006562525987715
118,16,450,0.25,2.2608791357296996
118,16,450,0.5,1.5036312686935283
118,16,450,0.75,0.7599659182519106
118,24,0,0.0,0.0
118,24,0,0.25,0.0
118,24,0,0.5,0.0
118,24,0,0.75,0.0
118,24,75,0.0,0.7825873414094542
118,24,75,0.25,0.5866349453512364
118,24,75,0.5,0.3742063703840562
118,24,75,0.75,0.1980663445738374
118,24,150,0.0,1.5446005960265272
118,24,150,0.25,1.173581704921381
118,24,150,0.5,0.7697411798782404
118,24,150,0.75,0.39060971725311544
118,24,225,0.0,2.3257922467199976
118,24,225,0.25,1.7522764524946843
118,24,225,0.5,1.156638934365174
118,24,225,0.75,0.5769716593405415
118,24,300,0.0,3.0808581450795027
118,24,300,0.25,2.3136158370668354
118,24,300,0.5,1.5324910160917862
118,24,300,0.75,0.7599737665086209
118,24,375,0.0,3.820614233077185
118,24,375,0.25,2.839282044627219
118,24,375,0.5,1.8924129114859871
118,24,375,0.75,0.9447530093803986
118,24,450,0.0,4.535380338117944
118,24,450,0.25,3.4103944322152913
118,24,450,0.5,2.2977111890593407
118,24,450,0.75,1.1331326788723868
119,8,0,0.0,0.0
119,8,0,0.25,0.0
119,8,0,0.5,0.0
119,8,0,0.75,0.0
119,8,75,0.0,0.22390978054197705
119,8,75,0.25,0.1693837780009348
119,8,75,0.5,0.11211402939101194
119,8,75,0.75,0.056713248426689775
119,8,150,0.0,0.44894276302129993
119,8,150,0.25,0.33706550414063147
119,8,150,0.5,0.22280531728828537
119,8,150,0.75,0.11116848978604628
119,8,225,0.0,0.6520205531024962
119,8,225,0.25,0.49282830227412316
119,8,225,0.5,0.32777915482801306
119,8,225,0.75,0.1569215105066973
119,8,300,0.0,0.8426183118697741
119,8,300,0.25,0.6282752757608321
119,8,300,0.5,0.4208010247422245
119,8,300,0.75,0.21252870654510309
119,8,375,0.0,1.0146230191997205
119,8,375,0.25,0.7683072423671526
119,8,375,0.5,0.5026267397792389
119,8,375,0.75,0.25142453792309594
119,8,450,0.0,1.1736312550211265
119,8,450,0.25,0.885092350547841
119,8,450,0.5,0.592073646911487
119,8,450,0.75,0.2985456241251353
119,12,0,0.0,0.0
119,12,0,0.25,0.0
119,12,0,0.5,0.0
119,12,0,0.75,0.0
119,12,75,0.0,0.3353713393986836
119,12,75,0.25,0.2517197560124691
119,12,75,0.5,0.16730266520095893
119,12,75,0.75,0.08293238814537329
119,12,150,0.0,0.6747173960045943
119,12,150,0.25,0.5034155207838856
119,12,150,0.5,0.3341819717074077
119,12,150,0.75,0.16749237652100052
119,12,225,0.0,0.9799960258918743
119,12,225,0.25,0.7378118975494677
119,12,225,0.5,0.49150207321342954
119,12,225,0.75,0.23966983463563768
119,12,300,0.0,1.2574131147361625
119,12,300,0.25,0.9569937913699059
119,12,300,0.5,0.6245276435363087
119,12,300,0.75,0.3204391973972373
119,12,375,0.0,1.534750373310654
119,12,375,0.25,1.1366491813571689
119,12,375,0.5,0.7614182014565026
119,12,375,0.75,0.37865309164377403
119,12,450,0.0,1.7635175993928176
119,12,450,0.25,1.3403676615020819
119,12,450,0.5,0.8751645871778411
119,12,450,0.75,0.44509001260319325
119,16,0,0.0,0.0
119,16,0,0.25,0.0
119,16,0,0.5,0.0
119,16,0,0.75,0.0
119,16,75,0.0,0.4509451709936773
119,16,75,0.25,0.33427051111518213
119,16,75,0.5,0.2250895885211714
119,16,75,0.75,0.11394764872091534
119,16,150,0.0,0.8949686719246933
119,16,150,0.25,0.6694798478918029
119,16,150,0.5,0.4352857037752449
119,16,150,0.75,0.22167242023479042
119,16,225,0.0,1.3069504351430659
119,16,225,0.25,0.9739709837966443
119,16,225,0.5,0.6567198151728747
119,16,225,0.75,0.3263375069747646
119,16,300,0.0,1.7052568312482532
119,16,300,0.25,1.2543882836255065
119,16,300,0.5,0.8437926520244827
119,16,300,0.75,0.42869789205021425
119,16,375,0.0,2.040743475744648
119,16,375,0.25,1.542150280817475
119,16,375,0.5,1.0246061959282051
119,16,375,0.75,0.5134893251464928
119,16,450,0.0,2.3597793598186794
119,16,450,0.25,1.7601679413431692
119,16,450,0.5,1.186715346269119
119,16,450,0.75,0.5936492054637067
119,24,0,0.0,0.0
119,24,0,0.25,0.0
119,24,0,0.5,0.0
119,24,0,0.75,0.0
119,24,75,0.0,0.6730203142163759
119,24,75,0.25,0.5014247538364733
119,24,75,0.5,0.33748140599241444
119,24,75,0.75,0.17131204086062024
119,24,150,0.0,1.3370290627275772
119,24,150,0.25,1.0174872522184544
119,24,150,0.5,0.6672260079760559
119,24,150,0.75,0.3439958941539585
119,24,225,0.0,1.9508275148071619
119,24,225,0.25,1.4896010488530864
119,24,225,0.5,0.9795742799246184
119,24,225,0.75,0.49441661113017565
119,24,300,0.0,2.523115327315358
119,24,300,0.25,1.9161262979853644
119,24,300,0.5,1.2612148578483562
119,24,300,0.75,0.6480812917260836
119,24,375,0.0,3.0391970062212814
119,24,375,0.25,2.2986781345931098
119,24,375,0.5,1.5354282511159272
119,24,375,0.75,0.7735667855384005
119,24,450,0.0,3.5451530117567436
119,24,450,0.25,2.6204127894653224
119,24,450,0.5,1.7829029542055705
119,24,450,0.75,0.8708540189018081
120,8,0,0.0,0.0
120,8,0,0.25,0.0
120,8,0,0.5,0.0
120,8,0,0.75,0.0
120,8,75,0.0,0.2079774524323114
120,8,75,0.25,0.15626743014852396
120,8,75,0.5,0.10447586329213118
120,8,75,0.75,0.05416986835305028
120,8,150,0.0,0.421008700721957
120,8,150,0.25,0.3155633746253336
120,8,150,0.5,0.21215470432717815
120,8,150,0.75,0.1039042036890563
120,8,225,0.0,0.6156041010449854
120,8,225,0.25,0.4634944544002406
120,8,225,0.5,0.3107002876301407
120,8,225,0.75,0.15415816994037115
120,8,300,0.0,0.8179962919042482
120,8,300,0.25,0.6128558711338334
120,8,300,0.5,0.41524883205769286
120,8,300,0.75,0.20547367212977521
120,8,375,0.0,1.0137457699894301
120,8,375,0.25,0.7517557218790031
120,8,375,0.5,0.49950049494691495
120,8,375,0.75,0.24492147877990925
120,8,450,0.0,1.1861854628864963
120,8,450,0.25,0.8953686229983054
120,8,450,0.5,0.5855683217357952
120,8,450,0.75,0.30380514723047264
120,12,0,0.0,0.0
120,12,0,0.25,0.0
120,12,0,0.5,0.0
120,12,0,0.75,0.0
120,12,75,0.0,0.3134379558945311
120,12,75,0.25,0.2341908488906119
120,12,75,0.5,0.15638725753044616
120,12,75,0.75,0.07957052110260437
120,12,150,0.0,0.6272974624257969
120,12,150,0.25,0.47516222303979183
120,12,150,0.5,0.3189277043205461
120,12,150,0.75,0.15515566447276005
120,12,225,0.0,0.9346817582715298
120,12,225,0.25,0.7105524687286192
120,12,225,0.5,0.47388706451715007
120,12,225,0.75,0.23641739657592273
120,12,300,0.0,1.2282471509953548
120,12,300,0.25,0.9150118740567934
120,12,300,0.5,0.6057722714175181
120,12,300,0.75,0.3082679748486934
120,12,375,0.0,1.5140059134056805
120,12,375,0.25,1.1402694730671246
120,12,375,0.5,0.7669371734555334
120,12,375,0.75,0.3785182177863564
120,12,450,0.0,1.7808918063392654
120,12,450,0.25,1.3595194848361845
120,12,450,0.5,0.8784413896886065
120,12,450,0.75,0.44871101149088055
120,16,0,0.0,0.0
120,16,0,0.25,0.0
120,16,0,0.5,0.0
120,16,0,0.75,0.0
120,16,75,0.0,0.4201226709406064
120,16,75,0.25,0.3087341643424509
120,16,75,0.5,0.21132746213022874
120,16,75,0.75,0.1066116937447259
120,16,150,0.0,0.8479486104206756
120,16,150,0.25,0.629094364177759
120,16,150,0.5,0.4143312743978139
120,16,150,0.75,0.21897573890276995
120,16,225,0.0,1.237518439114153
120,16,225,0.25,0.9284353725841816
120,16,225,0.5,0.6205438834235621
120,16,225,0.75,0.30353123139059474
120,16,300,0.0,1.637441170080308
120,16,300,0.25,1.238445105223837
120,16,300,0.5,0.8197225534023339
120,16,300,0.75,0.4150642142973849
120,16,375,0.0,2.0039660935794967
120,16,375,0.25,1.5326589695920125
120,16,375,0.5,1.0012488479917767
120,16,375,0.75,0.4968648320344521
120,16,450,0.0,2.4000874841344855
120,16,450,0.25,1.7932168203180945
120,16,450,0.5,1.1884444002239993
120,16,450,0.75,0.5876418413415038
120,24,0,0.0,0.0
120,24,0,0.25,0.0
120,24,0,0.5,0.0
120,24,0,0.75,0.0
120,24,75,0.0,0.624438788863238
120,24,75,0.25,0.4728776308229325
120,24,75,0.5,0.3120535926129671
120,24,75,0.75,0.15955374413003584
120,24,150,0.0,1.254757902355205
120,24,150,0.25,0.9413360221594018
120,24,150,0.5,0.6246483930238613
120,24,150,0.75,0.3157754067909203
120,24,225,0.0,1.8538378811746397
120,24,225,0.25,1.4019876753027283
120,24,225,0.5,0.9273550686255175
120,24,225,0.75,0.4571886041736466
120,24,300,0.0,2.452143821858057
120,24,300,0.25,1.8416604116342992
120,24,300,0.5,1.2387138834055649
120,24,300,0.75,0.6142856689909733
120,24,375,0.0,3.0153510394758842
120,24,375,0.25,2.2773452709979467
120,24,375,0.5,1.5435492635013062
120,24,375,0.75,0.7516531654680706
120,24,450,0.0,3.583004580579169
120,24,450,0.25,2.6859372312057213
120,24,450,0.5,1.8157942792600583
120,24,450,0.75,0.8795663100920786
121,8,0,0.0,0.0
121,8,0,0.25,0.0
121,8,0,0.5,0.0
121,8,0,0.75,0.0
121,8,75,0.0,0.19500122905658515
121,8,75,0.25,0.14682131825938718
121,8,75,0.5,0.09805777699289434
121,8,75,0.75,0.04891696724488078
121,8,150,0.0,0.38962691789273346
121,8,150,0.25,0.29347223082626206
121,8,150,0.5,0.195011255632015
121,8,150,0.75,0.09813552505455604
121,8,225,0.0,0.5666456181108981
121,8,225,0.25,0.42289009676431444
121,8,225,0.5,0.2813216154672441
121,8,225,0.75,0.145596098865921
121,8,300,0.0,0.7328839092634594
121,8,300,0.25,0.5429928208259467
121,8,300,0.5,0.3590441685130435
121,8,300,0.75,0.18101880039688323
121,8,375,0.0,0.8842903891652564
121,8,375,0.25,0.6605418713393391
121,8,375,0.5,0.43629806251082026
121,8,375,0.75,0.22121218235680812
121,8,450,0.0,1.0124455974683846
121,8,450,0.25,0.7761870870007185
121,8,450,0.5,0.5072752314607397
121,8,450,0.75,0.25402081146194283
121,12,0,0.0,0.0
121,12,0,0.25,0.0
121,12,0,0.5,0.0
121,12,0,0.75,0.0
121,12,75,0.0,0.2933132356698372
121,12,75,0.25,0.22002548608965253
121,12,75,0.5,0.14657300741711152
121,12,75,0.75,0.07571175001237833
121,12,150,0.0,0.5892805479298895
121,12,150,0.25,0.43814428104208264
121,12,150,0.5,0.29244647591049155
121,12,150,0.75,0.14583868504427305
121,12,225,0.0,0.8500973486182609
121,12,225,0.25,0.6300836453757099
121,12,225,0.5,0.42403714014114996
121,12,225,0.75,0.21322880477828454
121,12,300,0.0,1.0932469420766622
121,12,300,0.25,0.8164798600789681
121,12,300,0.5,0.546144779049479
121,12,300,0.75,0.2719853897013623
121,12,375,0.0,1.3060535611113828
121,12,375,0.25,0.9925130076826815
121,12,375,0.5,0.6621495170879289
121,12,375,0.75,0.33671469265129256
121,12,450,0.0,1.517213040926265
121,12,450,0.25,1.1508048514352889
121,12,450,0.5,0.7462957246366055
121,12,450,0.75,0.3802245569455885
121,16,0,0.0,0.0
121,16,0,0.25,0.0
121,16,0,0.5,0.0
121,16,0,0.75,0.0
121,16,75,0.0,0.39366094711966937
121,16,75,0.25,0.289430147199859
121,16,75,0.5,0.19470503365811617
121,16,75,0.75,0.09812665381696091
121,16,150,0.0,0.7819510481733088
121,16,150,0.25,0.5855409012031791
121,16,150,0.5,0.3873185795043721
121,16,150,0.75,0.19616585132217892
121,16,225,0.0,1.126050196527238
121,16,225,0.25,0.8517616963806245
121,16,225,0.5,0.5734728935204785
121,16,225,0.75,0.27889473649428725
121,16,300,0.0,1.4667813092040838
121,16,300,0.25,1.0904230455384054
121,16,300,0.5,0.7397355626362888
121,16,300,0.75,0.37041628865496046
121,16,375,0.0,1.7615483730151598
121,16,375,0.25,1.3378334191490868
121,16,375,0.5,0.8832628694835164
121,16,375,0.75,0.436999130981838
121,16,450,0.0,2.0305610111692567
121,16,450,0.25,1.5376962446270133
121,16,450,0.5,1.0157953102233839
121,16,450,0.75,0.4907334472843336
121,24,0,0.0,0.0
121,24,0,0.25,0.0
121,24,0,0.5,0.0
121,24,0,0.75,0.0
121,24,75,0.0,0.5859048778273737
121,24,75,0.25,0.4394911012427532
121,24,75,0.5,0.2950788802637526
121,24,75,0.75,0.14681533152011314
121,24,150,0.0,1.1762196601034625
121,24,150,0.25,0.8799053234966046
121,24,150,0.5,0.5767246271492918
121,24,150,0.75,0.29758819054346247
121,24,225,0.0,1.7055917270869796
121,24,225,0.25,1.2685740633390876
121,24,225,0.5,0.8418530912935248
121,24,225,0.75,0.4254397095348602
121,24,300,0.0,2.1863378971920464
121,24,300,0.25,1.6638952245658594
121,24,300,0.5,1.0984940279507456
121,24,300,0.75,0.5589924076475622
121,24,375,0.0,2.6438900027840138
121,24,375,0.25,1.9717275729918686
121,24,375,0.5,1.3189205771663575
121,24,375,0.75,0.6547056905989389
121,24,450,0.0,3.0557406740420094
121,24,450,0.25,2.2930346672363644
121,24,450,0.5,1.5303742910708755
121,24,450,0.75,0.7519364374303921
122,8,0,0.0,0.0
122,8,0,0.25,0.0
122,8,0,0.5,0.0
122,8,0,0.75,0.0
122,8,75,0.0,0.1832082582460169
122,8,75,0.25,0.13728741891802826
122,8,75,0.5,0.09134262523826114
122,8,75,0.75,0.04549980592105427
122,8,150,0.0,0.36689757064461026
122,8,150,0.25,0.27527999275470005
122,8,150,0.5,0.18346542551356085
122,8,150,0.75,0.0922910810821753
122,8,225,0.0,0.5349965544842656
122,8,225,0.25,0.3983567995726081
122,8,225,0.5,0.2709818950236775
122,8,225,0.75,0.12691107547401828
122,8,300,0.0,0.6971996797217487
122,8,300,0.25,0.5315320449291112
122,8,300,0.5,0.3470560132583812
122,8,300,0.75,0.1827905040791661
122,8,375,0.0,0.8509981099092916
122,8,375,0.25,0.6353551439899845
122,8,375,0.5,0.426142021826501
122,8,375,0.75,0.21569225854876
122,8,450,0.0,0.986608437751087
122,8,450,0.25,0.7329801761830071
122,8,450,0.5,0.496349632172609
122,8,450,0.75,0.24544139418558064
122,12,0,0.0,0.0
122,12,0,0.25,0.0
122,12,0,0.5,0.0
122,12,0,0.75,0.0
122,12,75,0.0,0.27748498283316475
122,12,75,0.25,0.2069572145140854
122,12,75,0.5,0.13834116388012535
122,12,75,0.75,0.07109640736577921
122,12,150,0.0,0.5498379328509345
122,12,150,0.25,0.4129476102676298
122,12,150,0.5,0.2736933568963168
122,12,150,0.75,0.13493337203041444
122,12,225,0.0,0.8058332316075887
122,12,225,0.25,0.5965822665720086
122,12,225,0.5,0.4041779224618147
122,12,225,0.75,0.19899135721039837
122,12,300,0.0,1.0411578193183868
122,12,300,0.25,0.7750796081012943
122,12,300,0.5,0.5231537612021872
122,12,300,0.75,0.2584219659269284
122,12,375,0.0,1.255811698804196
122,12,375,0.25,0.9562354758635997
122,12,375,0.5,0.6299454251518077
122,12,375,0.75,0.32250654030553777
122,12,450,0.0,1.486035371361621
122,12,450,0.25,1.108221996138479
122,12,450,0.5,0.7395917459728659
122,12,450,0.75,0.37722162411765414
122,16,0,0.0,0.0
122,16,0,0.25,0.0
122,16,0,0.5,0.0
122,16,0,0.75,0.0
122,16,75,0.0,0.36831151034358584
122,16,75,0.25,0.27637955594581376
122,16,75,0.5,0.18485179125541906
122,16,75,0.75,0.08819015351815927
122,16,150,0.0,0.7348482394999756
122,16,150,0.25,0.55023527686897
122,16,150,0.5,0.3714990258623795
122,16,150,0.75,0.1820430160129559
122,16,225,0.0,1.0727471893832108
122,16,225,0.25,0.8036090598185714
122,16,225,0.5,0.5355058598592525
122,16,225,0.75,0.2626493610563614
122,16,300,0.0,1.3898620333928338
122,16,300,0.25,1.0414498437443858
122,16,300,0.5,0.6873487593171036
122,16,300,0.75,0.34733786446312154
122,16,375,0.0,1.6865377159767097
122,16,375,0.25,1.2656977507569653
122,16,375,0.5,0.8393390687139489
122,16,375,0.75,0.4307409186106741
122,16,450,0.0,1.9829499183092825
122,16,450,0.25,1.4761899103105152
122,16,450,0.5,0.994986770055734
122,16,450,0.75,0.50242020941494
122,24,0,0.0,0.0
122,24,0,0.25,0.0
122,24,0,0.5,0.0
122,24,0,0.75,0.0
122,24,75,0.0,0.5491430513119281
122,24,75,0.25,0.41162822173063646
122,24,75,0.5,0.2769090334475277
122,24,75,0.75,0.1375627694447311
122,24,150,0.0,1.108962478475805
122,24,150,0.25,0.8287874028661316
122,24,150,0.5,0.5503495630190375
122,24,150,0.75,0.2741092661999393
122,24,225,0.0,1.5951619668910197
122,24,225,0.25,1.2060246045458864
122,24,225,0.5,0.814580451008581
122,24,225,0.75,0.4087280638210731
122,24,300,0.0,2.0853648831977933
122,24,300,0.25,1.555880541670052
122,24,300,0.5,1.0518318308418837
122,24,300,0.75,0.5267196980643603
122,24,375,0.0,2.5091107928877783
122,24,375,0.25,1.906296497563982
122,24,375,0.5,1.2843108991058008
122,24,375,0.75,0.6276325123975495
122,24,450,0.0,2.9738914360436666
122,24,450,0.25,2.2201664061544544
122,24,450,0.5,1.4810343162258885
122,24,450,0.75,0.7427286565056829
123,8,0,0.0,0.0
123,8,0,0.25,0.0
123,8,0,0.5,0.0
123,8,0,0.75,0.0
123,8,75,0.0,0.19785082764014827
123,8,75,0.25,0.14774973205164701
123,8,75,0.5,0.10001106411279279
123,8,75,0.75,0.05134452142958503
123,8,150,0.0,0.39504440854180145
123,8,150,0.25,0.2994110859289543
123,8,150,0.5,0.19947435630825988
123,8,150,0.75,0.10213930605698412
123,8,225,0.0,0.5824976081753901
123,8,225,0.25,0.4390253650098892
123,8,225,0.5,0.29565548936602176
123,8,225,0.75,0.14280839304252263
123,8,300,0.0,0.7554967252537222
123,8,300,0.25,0.5710206613978255
123,8,300,0.5,0.3810759804984133
123,8,300,0.75,0.18523091289842006
123,8,375,0.0,0.9168160481015596
123,8,375,0.25,0.6879398778971743
123,8,375,0.5,0.46123434837994354
123,8,375,0.75,0.22627594868816653
123,8,450,0.0,1.0826810765757082
123,8,450,0.25,0.8113486256078595
123,8,450,0.5,0.5425543007892464
123,8,450,0.75,0.2654044925957844
123,12,0,0.0,0.0
123,12,0,0.25,0.0
123,12,0,0.5,0.0
123,12,0,0.75,0.0
123,12,75,0.0,0.297016562468606
123,12,75,0.25,0.22422097191192972
123,12,75,0.5,0.14829542949471788
123,12,75,0.75,0.0734293057761959
123,12,150,0.0,0.5923425793991036
123,12,150,0.25,0.44658211504630596
123,12,150,0.5,0.2988629078384247
123,12,150,0.75,0.15302948806898342
123,12,225,0.0,0.8698198036246375
123,12,225,0.25,0.6505685716794016
123,12,225,0.5,0.43907428938394466
123,12,225,0.75,0.2186480484244378
123,12,300,0.0,1.134091550560127
123,12,300,0.25,0.8524056034983577
123,12,300,0.5,0.5624567494412893
123,12,300,0.75,0.2864704199331886
123,12,375,0.0,1.3789700050240912
123,12,375,0.25,1.0347923880290322
123,12,375,0.5,0.6949644445174638
123,12,375,0.75,0.3443204230775976
123,12,450,0.0,1.6321572003570421
123,12,450,0.25,1.2248413024843252
123,12,450,0.5,0.8158979337606362
123,12,450,0.75,0.4117214693373268
123,16,0,0.0,0.0
123,16,0,0.25,0.0
123,16,0,0.5,0.0
123,16,0,0.75,0.0
123,16,75,0.0,0.40124280234758103
123,16,75,0.25,0.29894889161849153
123,16,75,0.5,0.19623486258833053
123,16,75,0.75,0.10022475714393866
123,16,150,0.0,0.7981777110941344
123,16,150,0.25,0.5890738639920102
123,16,150,0.5,0.38848293817021473
123,16,150,0.75,0.1987176472545367
123,16,225,0.0,1.1648483548841495
123,16,225,0.25,0.8671232577421185
123,16,225,0.5,0.5877529442632857
123,16,225,0.75,0.2890855805225233
123,16,300,0.0,1.5106489725933507
123,16,300,0.25,1.1350704649652201
123,16,300,0.5,0.7535247726136305
123,16,300,0.75,0.37768423956239144
123,16,375,0.0,1.8544568170890279
123,16,375,0.25,1.390038740609523
123,16,375,0.5,0.9197011577687776
123,16,375,0.75,0.4653037011345535
123,16,450,0.0,2.156795448525729
123,16,450,0.25,1.6134830364673987
123,16,450,0.5,1.0731156710859755
123,16,450,0.75,0.5595911569036757
