comp,dose,delta_fm
0.0,75,0.4258370752915307
0.0,75,0.2078846632585017
0.0,75,0.4408209709973202
0.0,75,0.3833580270099735
0.0,75,0.2676776012896992
0.0,75,0.2202501985532279
0.0,75,0.436581444308686
0.0,75,0.2779020365233023
0.0,75,0.2753055018122535
0.0,75,0.2340557043675186
0.0,75,0.1270795490499253
0.0,75,0.5506853395111033
0.0,75,0.3157130417405877
0.0,75,0.2223574325966977
0.0,75,0.2492252891829434
0.0,75,0.3847555965529752
0.0,75,0.3447366120756198
0.0,75,0.5060972186807462
0.0,75,0.3076333759619826
0.0,75,0.2990447044527682
0.0,75,0.357070389608964
0.0,75,0.1397342365055796
0.0,75,0.3811374632475501
0.0,75,0.3515489789238654
0.0,75,0.3994763646789852
0.0,75,0.3009417777839892
0.0,75,0.2962619381147878
0.0,75,0.4101902090472236
0.0,75,0.2347483022374756
0.0,75,0.3138470738852619
0.0,75,0.1466955781505778
0.0,75,0.2247155936432352
0.0,75,0.2761245947472623
0.0,75,0.278434654554288
0.0,75,0.3212621584819712
0.0,75,0.3443339071596413
0.0,75,0.4128498339298453
0.0,75,0.3692288167852753
0.0,75,0.4372485283228875
0.0,75,0.3232677541389271
0.0,75,0.4014374412963355
0.0,75,0.4170101408466691
0.0,75,0.4011086731687502
0.0,75,0.3441597214581662
0.0,75,0.3591937293420846
0.0,75,0.4536570037073699
0.0,75,0.2942750155842634
0.0,75,0.3090005877438916
0.0,75,0.3628297940750122
0.0,75,0.414144880408554
0.0,75,0.4216815085662699
0.0,75,0.2437804217836369
0.0,75,0.2392527025073844
0.0,75,0.3955803380733151
0.0,75,0.306983689633494
0.0,75,0.3946461084221788
0.0,75,0.2022664444206842
0.0,75,0.2842862093686864
0.0,75,0.2590498026896309
0.0,75,0.3790042634249357
0.0,75,0.2683342372569808
0.0,75,0.4256645458193204
0.0,75,0.2676969400312542
0.0,75,0.3306962081099988
0.0,75,0.4044974008001072
0.0,75,0.2295001313929076
0.0,75,0.2672096285499131
0.0,75,0.304128448725245
0.0,75,0.4405356571682793
0.0,75,0.3346791629247016
0.0,75,0.3461714900629495
0.0,75,0.216595447841935
0.0,75,0.4260110049426622
0.0,75,0.2425634178962273
0.0,75,0.3659883667584739
0.0,75,0.2931054134792848
0.0,75,0.3927158918676553
0.0,75,0.3130558635917351
0.0,75,0.3981277856806647
0.0,75,0.4171545126629788
0.0,75,0.3282110170299639
0.0,75,0.2503694880653691
0.0,75,0.2083482030640208
0.0,75,0.3437394212902527
0.0,75,0.2750814901816542
0.0,75,0.2974891536418237
0.0,75,0.6352032812421585
0.0,75,0.1560762444899927
0.0,75,0.2387428924105195
0.0,75,0.2272048531084483
0.0,75,0.1919356968666463
0.0,75,0.3420935849388821
0.0,75,0.3667337629981438
0.0,75,0.2942581299159514
0.0,75,0.3644635340337432
0.0,75,0.2425813376162326
0.0,75,0.4095769857608274
0.0,75,0.2274898938433998
0.0,75,0.2879332982942481
0.0,75,0.2254923568651299
0.0,75,0.2038488186013135
0.0,75,0.2854093536362963
0.0,75,0.4693530341277711
0.0,75,0.3357443909278946
0.0,75,0.3615145802653787
0.0,75,0.5029581873819488
0.0,75,0.3285431755052804
0.0,75,0.2698988677324007
0.0,75,0.4244276246635597
0.0,75,0.2489973911243757
0.0,75,0.2485488749591612
0.0,75,0.2149115532665376
0.0,75,0.2857267606322052
0.0,75,0.3569065883403508
0.0,75,0.3967522686954539
0.0,75,0.3781614509916868
0.0,75,0.2158526440528223
0.0,75,0.3535504042542727
0.0,75,0.417841571388528
0.0,75,0.3130038407519057
0.0,75,0.2190494132765056
0.0,75,0.0800881211569052
0.0,75,0.2437556693138725
0.0,75,0.2544827183610224
0.0,75,0.4261521864547652
0.0,75,0.2012021169957765
0.0,75,0.2331819439426489
0.0,75,0.4474954987570157
0.0,75,0.3134311700197068
0.0,75,0.3466274953789262
0.0,75,0.3610901158846549
0.0,75,0.3829590197058002
0.0,75,0.3926163622863814
0.0,75,0.2834034829186284
0.0,75,0.3946001749414968
0.0,75,0.4379620232954689
0.0,75,0.2260900450498456
0.0,75,0.4324921266512775
0.0,75,0.4187592304225208
0.0,75,0.3322956182620957
0.0,75,0.3078939342897259
0.0,75,0.3805629790830117
0.0,75,0.3205343228954176
0.0,75,0.3126896499055093
0.0,75,0.2054767662225161
0.0,75,0.3505088246819292
0.0,75,0.1606571210816178
0.0,75,0.2591982504708257
0.0,75,0.3275859063916747
0.0,75,0.4069158566713135
0.0,75,0.3799648589308462
0.0,75,0.3678746066918031
0.0,75,0.2360783440540537
0.0,75,0.5514022250661859
0.0,75,0.1875354583620532
0.0,75,0.245868634867885
0.0,75,0.21862822844024
0.0,75,0.3356019436802253
0.0,75,0.3383039311796496
0.0,75,0.424588948266885
0.0,75,0.4443842654323033
0.0,75,0.445564769225158
0.0,75,0.5896154099401617
0.0,75,0.3761051549803597
0.0,75,0.2743836034008463
0.0,75,0.387783685012281
0.0,75,0.4451312471657006
0.0,75,0.3615892111940575
0.0,75,0.3330542934862251
0.0,75,0.4113492765804065
0.0,75,0.602677414397052
0.0,75,0.4608474753432022
0.0,75,0.6113853188803551
0.0,75,0.2942793017010828
0.0,75,0.3648790664252162
0.0,75,0.3384129795318919
0.0,75,0.3782881991693532
0.0,75,0.4145958050595847
0.0,75,0.5076548882504237
0.0,75,0.1822879833083346
0.0,75,0.3329644370305642
0.0,75,0.3675107351106971
0.0,75,0.2793633193081548
0.0,75,0.1612661861732852
0.0,75,0.2830939077974186
0.0,75,0.2867497189384059
0.0,75,0.3089929995061559
0.0,75,0.1880781924216862
0.0,75,0.2735461610684396
0.0,75,0.2264036593271267
0.0,75,0.3621272551657436
0.0,75,0.2188182884996558
0.0,75,0.290839671000683
0.0,75,0.2059948282665092
0.0,75,0.2882776975782751
0.0,75,0.2689010794778292
0.0,75,0.2688356988312514
0.0,75,0.2287109735770478
0.0,75,0.2942572220733072
0.0,75,0.3200313313965877
0.0,75,0.3494405243213112
0.0,75,0.3671633720596643
0.0,75,0.2650333656737095
0.0,75,0.3169741113366451
0.0,75,0.3954340843197733
0.0,75,0.3652225901108855
0.0,75,0.5393356771892017
0.0,75,0.3852002933165729
0.0,75,0.3012408260618929
0.0,75,0.2148918643596764
0.0,75,0.3836251500427972
0.0,75,0.223635328884182
0.0,75,0.2643867457660279
0.0,75,0.333222382454648
0.0,75,0.4556180045454161
0.0,75,0.2855983663862139
0.0,75,0.3223109264506046
0.0,75,0.1890353720546289
0.0,75,0.1391435597401753
0.0,75,0.3210992059469609
0.0,75,0.3160319098629995
0.0,75,0.2025763332668546
0.0,75,0.4699489904594184
0.0,75,0.1852491825452483
0.0,75,0.3430865935852951
0.0,75,0.2278851225959686
0.0,75,0.3025331742335871
0.0,75,0.2148479776300681
0.0,75,0.3803080966641755
0.0,75,0.2631705806597311
0.0,75,0.2425030815205006
0.0,75,0.3873755940888383
0.0,75,0.4132652294953458
0.0,75,0.3494852096845131
0.0,75,0.3202866460493321
0.0,75,0.4602533733930775
0.0,75,0.3640516246794179
0.0,75,0.2006205029951376
0.0,75,0.1784887160455057
0.0,75,0.4245001494645025
0.0,75,0.4092870032119994
0.0,75,0.2705608930342821
0.0,75,0.3705172485266328
0.0,75,0.3637338092407127
0.0,75,0.4763476691252469
0.0,75,0.3053163558929302
0.0,75,0.209071333268581
0.0,75,0.2631306685017947
0.0,75,0.2478123037877114
0.0,75,0.263411637195932
0.0,75,0.5399858139949266
0.0,75,0.4238500093869451
0.0,75,0.3446816225088632
0.0,75,0.2437838487372531
0.0,75,0.3651446180300225
0.0,75,0.2712956254281741
0.0,75,0.378973489588226
0.0,75,0.2990408151473206
0.0,75,0.5292171966665812
0.0,75,0.2791687401012867
0.0,75,0.2722842302028132
0.0,75,0.1320505056073016
